DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ERK_N,GSK3B_N,JNK_N,TRKA_N,RSK_N,APP_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,pS6_N,SYP_N,CaNA_N,class
-7.262084542,-12.40855536,-4.607722546,-41.49271501,-129.9717815,0.834949442,1.210838957,-41.52027838,-2.413883433,-21.14539211,-12.05055034,-0.619819536,-1.409902436,-1.449557489,-13.2250022,-8.866387015,-28.91281378,-24.19061709,2.054703314,-16.79504811,-2.981191696,-0.458106654,1.789043388,-85.77375737,-18.56681126,-0.105577793,-9.973685253,0.440351655,-3.100882178,-0.387049102,-0.281729834,2.595941331,-4.389383617,-1.02048739,-4.26633115,-2.379250073,-2.265470546,0.211916947,-2.174212637,11.42027565,-2.437856612,-11.8492761,-1.149132508,29.9057454,0.015036619,-5.105864806,-20.47443796,-1.637489359,0.850033101,-0.581635757,-0.538961377,-0.695209219,-1.169968384,-0.462234422,0.477717363,0.016727127,-0.083452134,-2.022381042,0.482290961,-18.79632261,-9.408397981,1.701372821,-2.125158977,-0.296611579,0.146518312,-0.538961377,0.150008293,-11.72461783,4
-7.27423708,-12.42909801,-4.61557237,-41.56196522,-130.1842761,0.835922662,1.21246564,-41.58901641,-2.41801205,-21.18110713,-12.07045493,-0.621258872,-1.41271327,-1.45228221,-13.24723524,-8.881188981,-28.96084013,-24.23189307,2.057194721,-16.82263581,-2.986487227,-0.459396115,1.791578841,-85.913601,-18.5982756,-0.106147239,-9.990538749,0.440791798,-3.106410557,-0.388198193,-0.282840062,2.599514656,-4.397455797,-1.022952158,-4.273655176,-2.383844073,-2.269604476,0.211748462,-2.17831845,11.43767907,-2.44195536,-11.86915359,-1.151235172,29.9502737,0.014595391,-5.11441045,-20.50854975,-1.640327829,0.851124352,-0.58284252,-0.539973454,-0.696527219,-1.172074976,-0.463162671,0.478285176,0.016380019,-0.083805755,-2.026280719,0.482658432,-18.82830482,-9.426315622,1.703868822,-2.130063738,-0.298399811,0.146445136,-0.539973454,0.149579198,-11.74580847,4
-7.286389618,-12.44964065,-4.623422193,-41.63121543,-130.3967706,0.836895882,1.214092323,-41.65775444,-2.422140666,-21.21682214,-12.09035952,-0.622698209,-1.415524104,-1.455006932,-13.26946828,-8.895990947,-29.00886648,-24.27316905,2.059686128,-16.8502235,-2.991782758,-0.460685575,1.794114295,-86.05344463,-18.62973993,-0.106716685,-10.00739225,0.441231942,-3.111938935,-0.389347284,-0.283950289,2.603087982,-4.405527978,-1.025416926,-4.280979203,-2.388438073,-2.273738407,0.211579978,-2.182424262,11.4550825,-2.446054108,-11.88903108,-1.153337837,29.994802,0.014154164,-5.122956093,-20.54266154,-1.643166299,0.852215602,-0.584049283,-0.540985531,-0.697845219,-1.174181568,-0.46409092,0.478852989,0.016032912,-0.084159376,-2.030180396,0.483025903,-18.86028703,-9.444233263,1.706364823,-2.1349685,-0.300188043,0.14637196,-0.540985531,0.149150103,-11.76699911,4
-7.298542156,-12.4701833,-4.631272017,-41.70046564,-130.6092651,0.837869102,1.215719007,-41.72649247,-2.426269283,-21.25253716,-12.11026411,-0.624137546,-1.418334939,-1.457731653,-13.29170133,-8.910792913,-29.05689282,-24.31444503,2.062177534,-16.8778112,-2.99707829,-0.461975035,1.796649748,-86.19328826,-18.66120426,-0.107286132,-10.02424574,0.441672085,-3.117467313,-0.390496374,-0.285060517,2.606661308,-4.413600158,-1.027881694,-4.288303229,-2.393032074,-2.277872338,0.211411493,-2.186530075,11.47248592,-2.450152856,-11.90890856,-1.155440502,30.0393303,0.013712936,-5.131501737,-20.57677333,-1.646004768,0.853306853,-0.585256046,-0.541997608,-0.699163219,-1.17628816,-0.465019169,0.479420802,0.015685804,-0.084512997,-2.034080074,0.483393373,-18.89226924,-9.462150905,1.708860825,-2.139873262,-0.301976275,0.146298784,-0.541997608,0.148721008,-11.78818976,4
-7.310694694,-12.49072594,-4.63912184,-41.76971585,-130.8217596,0.838842322,1.21734569,-41.7952305,-2.430397899,-21.28825217,-12.1301687,-0.625576883,-1.421145773,-1.460456374,-13.31393437,-8.925594879,-29.10491917,-24.355721,2.064668941,-16.90539889,-3.002373821,-0.463264496,1.799185201,-86.33313189,-18.6926686,-0.107855578,-10.04109924,0.442112229,-3.122995692,-0.391645465,-0.286170744,2.610234633,-4.421672339,-1.030346461,-4.295627256,-2.397626074,-2.282006269,0.211243009,-2.190635887,11.48988934,-2.454251604,-11.92878605,-1.157543166,30.0838586,0.013271709,-5.14004738,-20.61088512,-1.648843238,0.854398103,-0.586462809,-0.543009685,-0.700481219,-1.178394752,-0.465947418,0.479988615,0.015338697,-0.084866619,-2.037979751,0.483760844,-18.92425144,-9.480068546,1.711356826,-2.144778023,-0.303764507,0.146225608,-0.543009685,0.148291912,-11.8093804,4
-7.322847232,-12.51126859,-4.646971664,-41.83896606,-131.0342541,0.839815541,1.218972373,-41.86396853,-2.434526516,-21.32396719,-12.15007329,-0.62701622,-1.423956607,-1.463181096,-13.33616741,-8.940396845,-29.15294551,-24.39699698,2.067160348,-16.93298659,-3.007669352,-0.464553956,1.801720654,-86.47297552,-18.72413293,-0.108425024,-10.05795274,0.442552372,-3.12852407,-0.392794556,-0.287280972,2.613807959,-4.429744519,-1.032811229,-4.302951282,-2.402220075,-2.286140199,0.211074524,-2.1947417,11.50729276,-2.458350352,-11.94866354,-1.159645831,30.1283869,0.012830481,-5.148593024,-20.64499691,-1.651681708,0.855489354,-0.587669572,-0.544021762,-0.701799219,-1.180501343,-0.466875667,0.480556428,0.01499159,-0.08522024,-2.041879429,0.484128315,-18.95623365,-9.497986187,1.713852828,-2.149682785,-0.305552739,0.146152432,-0.544021762,0.147862817,-11.83057104,4
-7.334999769,-12.53181123,-4.654821488,-41.90821628,-131.2467487,0.840788761,1.220599056,-41.93270656,-2.438655132,-21.3596822,-12.16997788,-0.628455557,-1.426767442,-1.465905817,-13.35840045,-8.955198811,-29.20097186,-24.43827296,2.069651755,-16.96057429,-3.012964884,-0.465843416,1.804256107,-86.61281915,-18.75559726,-0.10899447,-10.07480623,0.442992516,-3.134052449,-0.393943646,-0.288391199,2.617381285,-4.4378167,-1.035275997,-4.310275309,-2.406814075,-2.29027413,0.21090604,-2.198847513,11.52469618,-2.4624491,-11.96854103,-1.161748495,30.1729152,0.012389253,-5.157138668,-20.6791087,-1.654520177,0.856580605,-0.588876335,-0.545033839,-0.70311722,-1.182607935,-0.467803916,0.481124241,0.014644482,-0.085573861,-2.045779106,0.484495786,-18.98821586,-9.515903828,1.716348829,-2.154587547,-0.307340971,0.146079256,-0.545033839,0.147433722,-11.85176169,4
-7.347152307,-12.55235388,-4.662671311,-41.97746649,-131.4592432,0.841761981,1.222225739,-42.00144459,-2.442783749,-21.39539722,-12.18988246,-0.629894893,-1.429578276,-1.468630538,-13.38063349,-8.970000777,-29.2489982,-24.47954894,2.072143161,-16.98816198,-3.018260415,-0.467132877,1.80679156,-86.75266278,-18.7870616,-0.109563917,-10.09165973,0.443432659,-3.139580827,-0.395092737,-0.289501426,2.620954611,-4.44588888,-1.037740764,-4.317599335,-2.411408075,-2.294408061,0.210737555,-2.202953325,11.54209961,-2.466547848,-11.98841852,-1.16385116,30.2174435,0.011948026,-5.165684311,-20.71322049,-1.657358647,0.857671855,-0.590083098,-0.546045916,-0.70443522,-1.184714527,-0.468732165,0.481692054,0.014297375,-0.085927482,-2.049678783,0.484863256,-19.02019807,-9.533821469,1.71884483,-2.159492308,-0.309129203,0.14600608,-0.546045916,0.147004627,-11.87295233,4
-7.359304845,-12.57289652,-4.670521135,-42.0467167,-131.6717377,0.842735201,1.223852422,-42.07018262,-2.446912365,-21.43111223,-12.20978705,-0.63133423,-1.43238911,-1.47135526,-13.40286654,-8.984802743,-29.29702455,-24.52082492,2.074634568,-17.01574968,-3.023555946,-0.468422337,1.809327014,-86.89250641,-18.81852593,-0.110133363,-10.10851323,0.443872802,-3.145109205,-0.396241828,-0.290611654,2.624527936,-4.453961061,-1.040205532,-4.324923362,-2.416002076,-2.298541991,0.210569071,-2.207059138,11.55950303,-2.470646596,-12.00829601,-1.165953825,30.26197181,0.011506798,-5.174229955,-20.74733228,-1.660197117,0.858763106,-0.591289861,-0.547057993,-0.70575322,-1.186821119,-0.469660414,0.482259866,0.013950268,-0.086281104,-2.053578461,0.485230727,-19.05218028,-9.551739111,1.721340832,-2.16439707,-0.310917435,0.145932904,-0.547057993,0.146575532,-11.89414297,4
-7.371457383,-12.59343917,-4.678370958,-42.11596691,-131.8842322,0.843708421,1.225479105,-42.13892065,-2.451040982,-21.46682725,-12.22969164,-0.632773567,-1.435199945,-1.474079981,-13.42509958,-8.999604709,-29.34505089,-24.56210089,2.077125975,-17.04333737,-3.028851478,-0.469711797,1.811862467,-87.03235003,-18.84999026,-0.110702809,-10.12536672,0.444312946,-3.150637584,-0.397390918,-0.291721881,2.628101262,-4.462033241,-1.0426703,-4.332247389,-2.420596076,-2.302675922,0.210400586,-2.21116495,11.57690645,-2.474745344,-12.0281735,-1.168056489,30.30650011,0.011065571,-5.182775599,-20.78144407,-1.663035587,0.859854356,-0.592496624,-0.548070071,-0.70707122,-1.188927711,-0.470588662,0.482827679,0.01360316,-0.086634725,-2.057478138,0.485598198,-19.08416249,-9.569656752,1.723836833,-2.169301832,-0.312705667,0.145859728,-0.548070071,0.146146437,-11.91533362,4
-7.383609921,-12.61398181,-4.686220782,-42.18521712,-132.0967267,0.844681641,1.227105788,-42.20765868,-2.455169598,-21.50254226,-12.24959623,-0.634212904,-1.438010779,-1.476804702,-13.44733262,-9.014406675,-29.39307724,-24.60337687,2.079617382,-17.07092507,-3.034147009,-0.471001258,1.81439792,-87.17219366,-18.88145459,-0.111272256,-10.14222022,0.444753089,-3.156165962,-0.398540009,-0.292832109,2.631674588,-4.470105421,-1.045135068,-4.339571415,-2.425190077,-2.306809853,0.210232102,-2.215270763,11.59430987,-2.478844091,-12.04805099,-1.170159154,30.35102841,0.010624343,-5.191321242,-20.81555586,-1.665874056,0.860945607,-0.593703387,-0.549082148,-0.70838922,-1.191034303,-0.471516911,0.483395492,0.013256053,-0.086988346,-2.061377815,0.485965669,-19.1161447,-9.587574393,1.726332834,-2.174206593,-0.314493899,0.145786552,-0.549082148,0.145717342,-11.93652426,4
-7.395762459,-12.63452445,-4.694070605,-42.25446734,-132.3092213,0.845654861,1.228732471,-42.27639671,-2.459298215,-21.53825728,-12.26950082,-0.635652241,-1.440821613,-1.479529424,-13.46956566,-9.029208641,-29.44110358,-24.64465285,2.082108788,-17.09851276,-3.03944254,-0.472290718,1.816933373,-87.31203729,-18.91291893,-0.111841702,-10.15907372,0.445193233,-3.161694341,-0.3996891,-0.293942336,2.635247914,-4.478177602,-1.047599835,-4.346895442,-2.429784077,-2.310943784,0.210063617,-2.219376576,11.61171329,-2.482942839,-12.06792848,-1.172261818,30.39555671,0.010183116,-5.199866886,-20.84966765,-1.668712526,0.862036858,-0.59491015,-0.550094225,-0.709707221,-1.193140895,-0.47244516,0.483963305,0.012908945,-0.087341967,-2.065277493,0.486333139,-19.1481269,-9.605492034,1.728828836,-2.179111355,-0.316282131,0.145713376,-0.550094225,0.145288247,-11.9577149,4
-7.407914997,-12.6550671,-4.701920429,-42.32371755,-132.5217158,0.846628081,1.230359154,-42.34513473,-2.463426831,-21.57397229,-12.28940541,-0.637091578,-1.443632448,-1.482254145,-13.4917987,-9.044010607,-29.48912993,-24.68592883,2.084600195,-17.12610046,-3.044738072,-0.473580178,1.819468826,-87.45188092,-18.94438326,-0.112411148,-10.17592721,0.445633376,-3.167222719,-0.40083819,-0.295052564,2.638821239,-4.486249782,-1.050064603,-4.354219468,-2.434378077,-2.315077714,0.209895133,-2.223482388,11.62911671,-2.487041587,-12.08780597,-1.174364483,30.44008501,0.009741888,-5.20841253,-20.88377944,-1.671550996,0.863128108,-0.596116913,-0.551106302,-0.711025221,-1.195247487,-0.473373409,0.484531118,0.012561838,-0.087695589,-2.06917717,0.48670061,-19.18010911,-9.623409675,1.731324837,-2.184016117,-0.318070362,0.1456402,-0.551106302,0.144859152,-11.97890555,4
-7.420067535,-12.67560974,-4.709770252,-42.39296776,-132.7342103,0.847601301,1.231985837,-42.41387276,-2.467555448,-21.6096873,-12.30931,-0.638530914,-1.446443282,-1.484978867,-13.51403175,-9.058812573,-29.53715628,-24.7272048,2.087091602,-17.15368815,-3.050033603,-0.474869639,1.82200428,-87.59172455,-18.97584759,-0.112980594,-10.19278071,0.44607352,-3.172751097,-0.401987281,-0.296162791,2.642394565,-4.494321963,-1.052529371,-4.361543495,-2.438972078,-2.319211645,0.209726649,-2.227588201,11.64652014,-2.491140335,-12.10768346,-1.176467147,30.48461331,0.009300661,-5.216958173,-20.91789123,-1.674389465,0.864219359,-0.597323676,-0.552118379,-0.712343221,-1.197354079,-0.474301658,0.485098931,0.012214731,-0.08804921,-2.073076848,0.487068081,-19.21209132,-9.641327317,1.733820839,-2.188920878,-0.319858594,0.145567024,-0.552118379,0.144430057,-12.00009619,4
-7.432220073,-12.69615239,-4.717620076,-42.46221797,-132.9467048,0.848574521,1.23361252,-42.48261079,-2.471684064,-21.64540232,-12.32921459,-0.639970251,-1.449254116,-1.487703588,-13.53626479,-9.073614539,-29.58518262,-24.76848078,2.089583009,-17.18127585,-3.055329134,-0.476159099,1.824539733,-87.73156818,-19.00731193,-0.113550041,-10.20963421,0.446513663,-3.178279476,-0.403136372,-0.297273019,2.645967891,-4.502394143,-1.054994139,-4.368867521,-2.443566078,-2.323345576,0.209558164,-2.231694013,11.66392356,-2.495239083,-12.12756095,-1.178569812,30.52914161,0.008859433,-5.225503817,-20.95200302,-1.677227935,0.865310609,-0.598530439,-0.553130456,-0.713661221,-1.199460671,-0.475229907,0.485666744,0.011867623,-0.088402831,-2.076976525,0.487435552,-19.24407353,-9.659244958,1.73631684,-2.19382564,-0.321646826,0.145493848,-0.553130456,0.144000962,-12.02128683,4
-7.444372611,-12.71669503,-4.725469899,-42.53146818,-133.1591993,0.849547741,1.235239203,-42.55134882,-2.475812681,-21.68111733,-12.34911918,-0.641409588,-1.452064951,-1.490428309,-13.55849783,-9.088416505,-29.63320897,-24.80975676,2.092074415,-17.20886354,-3.060624666,-0.477448559,1.827075186,-87.87141181,-19.03877626,-0.114119487,-10.2264877,0.446953807,-3.183807854,-0.404285462,-0.298383246,2.649541216,-4.510466324,-1.057458906,-4.376191548,-2.448160079,-2.327479506,0.20938968,-2.235799826,11.68132698,-2.499337831,-12.14743843,-1.180672477,30.57366991,0.008418206,-5.23404946,-20.98611481,-1.680066405,0.86640186,-0.599737202,-0.554142533,-0.714979221,-1.201567263,-0.476158156,0.486234557,0.011520516,-0.088756452,-2.080876202,0.487803022,-19.27605574,-9.677162599,1.738812841,-2.198730402,-0.323435058,0.145420672,-0.554142533,0.143571867,-12.04247748,4
-7.456525149,-12.73723768,-4.733319723,-42.60071839,-133.3716939,0.850520961,1.236865887,-42.62008685,-2.479941297,-21.71683235,-12.36902376,-0.642848925,-1.454875785,-1.493153031,-13.58073087,-9.103218471,-29.68123531,-24.85103274,2.094565822,-17.23645124,-3.065920197,-0.47873802,1.829610639,-88.01125544,-19.07024059,-0.114688933,-10.2433412,0.44739395,-3.189336233,-0.405434553,-0.299493474,2.653114542,-4.518538504,-1.059923674,-4.383515574,-2.452754079,-2.331613437,0.209221195,-2.239905639,11.6987304,-2.503436579,-12.16731592,-1.182775141,30.61819821,0.007976978,-5.242595104,-21.0202266,-1.682904875,0.867493111,-0.600943965,-0.55515461,-0.716297221,-1.203673855,-0.477086405,0.48680237,0.011173408,-0.089110074,-2.08477588,0.488170493,-19.30803795,-9.69508024,1.741308843,-2.203635163,-0.32522329,0.145347496,-0.55515461,0.143142772,-12.06366812,4
-7.468677687,-12.75778032,-4.741169546,-42.66996861,-133.5841884,0.851494181,1.23849257,-42.68882488,-2.484069914,-21.75254736,-12.38892835,-0.644288262,-1.457686619,-1.495877752,-13.60296391,-9.118020437,-29.72926166,-24.89230872,2.097057229,-17.26403894,-3.071215728,-0.48002748,1.832146092,-88.15109907,-19.10170493,-0.11525838,-10.2601947,0.447834093,-3.194864611,-0.406583644,-0.300603701,2.656687868,-4.526610685,-1.062388442,-4.390839601,-2.457348079,-2.335747368,0.209052711,-2.244011451,11.71613382,-2.507535327,-12.18719341,-1.184877806,30.66272651,0.007535751,-5.251140748,-21.05433839,-1.685743344,0.868584361,-0.602150729,-0.556166687,-0.717615222,-1.205780447,-0.478014654,0.487370183,0.010826301,-0.089463695,-2.088675557,0.488537964,-19.34002016,-9.712997881,1.743804844,-2.208539925,-0.327011522,0.14527432,-0.556166687,0.142713677,-12.08485876,4
-7.480830225,-12.77832297,-4.74901937,-42.73921882,-133.7966829,0.852467401,1.240119253,-42.75756291,-2.48819853,-21.78826238,-12.40883294,-0.645727599,-1.460497454,-1.498602473,-13.62519696,-9.132822403,-29.777288,-24.93358469,2.099548636,-17.29162663,-3.07651126,-0.48131694,1.834681545,-88.2909427,-19.13316926,-0.115827826,-10.27704819,0.448274237,-3.200392989,-0.407732734,-0.301713929,2.660261194,-4.534682865,-1.06485321,-4.398163627,-2.46194208,-2.339881298,0.208884226,-2.248117264,11.73353724,-2.511634075,-12.2070709,-1.18698047,30.70725481,0.007094523,-5.259686391,-21.08845018,-1.688581814,0.869675612,-0.603357492,-0.557178764,-0.718933222,-1.207887039,-0.478942903,0.487937996,0.010479194,-0.089817316,-2.092575234,0.488905435,-19.37200236,-9.730915522,1.746300845,-2.213444687,-0.328799754,0.145201144,-0.557178764,0.142284581,-12.10604941,4
-7.492982763,-12.79886561,-4.756869193,-42.80846903,-134.0091774,0.853440621,1.241745936,-42.82630094,-2.492327147,-21.82397739,-12.42873753,-0.647166935,-1.463308288,-1.501327195,-13.64743,-9.147624369,-29.82531435,-24.97486067,2.102040042,-17.31921433,-3.081806791,-0.482606401,1.837216999,-88.43078633,-19.16463359,-0.116397272,-10.29390169,0.44871438,-3.205921368,-0.408881825,-0.302824156,2.663834519,-4.542755046,-1.067317977,-4.405487654,-2.46653608,-2.344015229,0.208715742,-2.252223076,11.75094067,-2.515732823,-12.22694839,-1.189083135,30.75178311,0.006653296,-5.268232035,-21.12256197,-1.691420284,0.870766862,-0.604564255,-0.558190841,-0.720251222,-1.20999363,-0.479871152,0.488505809,0.010132086,-0.090170937,-2.096474912,0.489272905,-19.40398457,-9.748833164,1.748796847,-2.218349448,-0.330587986,0.145127968,-0.558190841,0.141855486,-12.12724005,4
-7.505135301,-12.81940826,-4.764719017,-42.87771924,-134.2216719,0.854413841,1.243372619,-42.89503897,-2.496455763,-21.85969241,-12.44864212,-0.648606272,-1.466119122,-1.504051916,-13.66966304,-9.162426335,-29.87334069,-25.01613665,2.104531449,-17.34680202,-3.087102322,-0.483895861,1.839752452,-88.57062996,-19.19609792,-0.116966718,-10.31075519,0.449154524,-3.211449746,-0.410030916,-0.303934384,2.667407845,-4.550827226,-1.069782745,-4.412811681,-2.47113008,-2.34814916,0.208547257,-2.256328889,11.76834409,-2.51983157,-12.24682588,-1.1911858,30.79631142,0.006212068,-5.276777679,-21.15667376,-1.694258753,0.871858113,-0.605771018,-0.559202918,-0.721569222,-1.212100222,-0.480799401,0.489073622,0.009784979,-0.090524559,-2.100374589,0.489640376,-19.43596678,-9.766750805,1.751292848,-2.22325421,-0.332376218,0.145054792,-0.559202918,0.141426391,-12.14843069,4
-7.517287839,-12.8399509,-4.77256884,-42.94696945,-134.4341665,0.85538706,1.244999302,-42.963777,-2.50058438,-21.89540742,-12.46854671,-0.650045609,-1.468929956,-1.506776637,-13.69189608,-9.177228301,-29.92136704,-25.05741263,2.107022856,-17.37438972,-3.092397854,-0.485185321,1.842287905,-88.71047358,-19.22756226,-0.117536165,-10.32760868,0.449594667,-3.216978125,-0.411180006,-0.305044611,2.670981171,-4.558899407,-1.072247513,-4.420135707,-2.475724081,-2.352283091,0.208378773,-2.260434702,11.78574751,-2.523930318,-12.26670337,-1.193288464,30.84083972,0.005770841,-5.285323322,-21.19078555,-1.697097223,0.872949364,-0.606977781,-0.560214995,-0.722887222,-1.214206814,-0.48172765,0.489641435,0.009437872,-0.09087818,-2.104274267,0.490007847,-19.46794899,-9.784668446,1.75378885,-2.228158972,-0.33416445,0.144981616,-0.560214995,0.140997296,-12.16962134,4
-7.529440377,-12.86049355,-4.780418664,-43.01621967,-134.646661,0.85636028,1.246625985,-43.03251503,-2.504712996,-21.93112244,-12.4884513,-0.651484946,-1.471740791,-1.509501359,-13.71412912,-9.192030267,-29.96939339,-25.09868861,2.109514263,-17.40197741,-3.097693385,-0.486474782,1.844823358,-88.85031721,-19.25902659,-0.118105611,-10.34446218,0.450034811,-3.222506503,-0.412329097,-0.306154839,2.674554497,-4.566971587,-1.074712281,-4.427459734,-2.480318081,-2.356417021,0.208210288,-2.264540514,11.80315093,-2.528029066,-12.28658086,-1.195391129,30.88536802,0.005329613,-5.293868966,-21.22489734,-1.699935693,0.874040614,-0.608184544,-0.561227072,-0.724205222,-1.216313406,-0.482655899,0.490209248,0.009090764,-0.091231801,-2.108173944,0.490375318,-19.4999312,-9.802586087,1.756284851,-2.233063733,-0.335952682,0.14490844,-0.561227072,0.140568201,-12.19081198,4
-7.541592915,-12.88103619,-4.788268488,-43.08546988,-134.8591555,0.8573335,1.248252668,-43.10125306,-2.508841613,-21.96683745,-12.50835589,-0.652924283,-1.474551625,-1.51222608,-13.73636216,-9.206832233,-30.01741973,-25.13996458,2.11200567,-17.42956511,-3.102988916,-0.487764242,1.847358811,-88.99016084,-19.29049092,-0.118675057,-10.36131568,0.450474954,-3.228034881,-0.413478188,-0.307265066,2.678127822,-4.575043767,-1.077177048,-4.43478376,-2.484912082,-2.360550952,0.208041804,-2.268646327,11.82055435,-2.532127814,-12.30645835,-1.197493793,30.92989632,0.004888386,-5.302414609,-21.25900913,-1.702774163,0.875131865,-0.609391307,-0.56223915,-0.725523223,-1.218419998,-0.483584147,0.490777061,0.008743657,-0.091585422,-2.112073621,0.490742788,-19.53191341,-9.820503728,1.758780852,-2.237968495,-0.337740914,0.144835264,-0.56223915,0.140139106,-12.21200262,4
-7.553745453,-12.90157884,-4.796118311,-43.15472009,-135.07165,0.85830672,1.249879351,-43.16999109,-2.512970229,-22.00255247,-12.52826048,-0.65436362,-1.477362459,-1.514950802,-13.75859521,-9.221634199,-30.06544608,-25.18124056,2.114497076,-17.4571528,-3.108284448,-0.489053702,1.849894265,-89.13000447,-19.32195526,-0.119244503,-10.37816917,0.450915098,-3.23356326,-0.414627278,-0.308375294,2.681701148,-4.583115948,-1.079641816,-4.442107787,-2.489506082,-2.364684883,0.207873319,-2.27275214,11.83795777,-2.536226562,-12.32633584,-1.199596458,30.97442462,0.004447158,-5.310960253,-21.29312092,-1.705612632,0.876223116,-0.61059807,-0.563251227,-0.726841223,-1.22052659,-0.484512396,0.491344874,0.008396549,-0.091939044,-2.115973299,0.491110259,-19.56389562,-9.83842137,1.761276854,-2.242873257,-0.339529145,0.144762088,-0.563251227,0.139710011,-12.23319327,4
-7.565897991,-12.92212148,-4.803968135,-43.2239703,-135.2841445,0.85927994,1.251506034,-43.23872912,-2.517098846,-22.03826748,-12.54816507,-0.655802956,-1.480173294,-1.517675523,-13.78082825,-9.236436165,-30.11347242,-25.22251654,2.116988483,-17.4847405,-3.113579979,-0.490343163,1.852429718,-89.2698481,-19.35341959,-0.11981395,-10.39502267,0.451355241,-3.239091638,-0.415776369,-0.309485521,2.685274474,-4.591188128,-1.082106584,-4.449431813,-2.494100082,-2.368818813,0.207704835,-2.276857952,11.8553612,-2.54032531,-12.34621333,-1.201699123,31.01895292,0.004005931,-5.319505897,-21.32723271,-1.708451102,0.877314366,-0.611804833,-0.564263304,-0.728159223,-1.222633182,-0.485440645,0.491912687,0.008049442,-0.092292665,-2.119872976,0.49147773,-19.59587782,-9.856339011,1.763772855,-2.247778018,-0.341317377,0.144688912,-0.564263304,0.139280916,-12.25438391,4
-7.578050529,-12.94266412,-4.811817958,-43.29322051,-135.4966391,0.86025316,1.253132717,-43.30746715,-2.521227462,-22.07398249,-12.56806965,-0.657242293,-1.482984128,-1.520400244,-13.80306129,-9.251238131,-30.16149877,-25.26379252,2.11947989,-17.51232819,-3.11887551,-0.491632623,1.854965171,-89.40969173,-19.38488392,-0.120383396,-10.41187617,0.451795385,-3.244620017,-0.41692546,-0.310595749,2.688847799,-4.599260309,-1.084571351,-4.45675584,-2.498694083,-2.372952744,0.20753635,-2.280963765,11.87276462,-2.544424058,-12.36609082,-1.203801787,31.06348122,0.003564703,-5.32805154,-21.3613445,-1.711289572,0.878405617,-0.613011596,-0.565275381,-0.729477223,-1.224739774,-0.486368894,0.4924805,0.007702335,-0.092646286,-2.123772653,0.491845201,-19.62786003,-9.874256652,1.766268856,-2.25268278,-0.343105609,0.144615736,-0.565275381,0.138851821,-12.27557455,4
-7.590203067,-12.96320677,-4.819667782,-43.36247073,-135.7091336,0.86122638,1.2547594,-43.37620518,-2.525356079,-22.10969751,-12.58797424,-0.65868163,-1.485794962,-1.523124966,-13.82529433,-9.266040097,-30.20952511,-25.3050685,2.121971297,-17.53991589,-3.124171042,-0.492922083,1.857500624,-89.54953536,-19.41634826,-0.120952842,-10.42872966,0.452235528,-3.250148395,-0.41807455,-0.311705976,2.692421125,-4.607332489,-1.087036119,-4.464079866,-2.503288083,-2.377086675,0.207367866,-2.285069577,11.89016804,-2.548522806,-12.3859683,-1.205904452,31.10800952,0.003123476,-5.336597184,-21.39545629,-1.714128041,0.879496867,-0.614218359,-0.566287458,-0.730795223,-1.226846366,-0.487297143,0.493048313,0.007355227,-0.092999908,-2.127672331,0.492212671,-19.65984224,-9.892174293,1.768764858,-2.257587542,-0.344893841,0.14454256,-0.566287458,0.138422726,-12.2967652,4
-7.602355605,-12.98374941,-4.827517605,-43.43172094,-135.9216281,0.8621996,1.256386083,-43.44494321,-2.529484695,-22.14541252,-12.60787883,-0.660120967,-1.488605797,-1.525849687,-13.84752737,-9.280842063,-30.25755146,-25.34634447,2.124462703,-17.56750359,-3.129466573,-0.494211544,1.860036077,-89.68937899,-19.44781259,-0.121522289,-10.44558316,0.452675671,-3.255676773,-0.419223641,-0.312816204,2.695994451,-4.61540467,-1.089500887,-4.471403893,-2.507882084,-2.381220606,0.207199381,-2.28917539,11.90757146,-2.552621554,-12.40584579,-1.208007116,31.15253782,0.002682248,-5.345142828,-21.42956808,-1.716966511,0.880588118,-0.615425122,-0.567299535,-0.732113223,-1.228952958,-0.488225392,0.493616126,0.00700812,-0.093353529,-2.131572008,0.492580142,-19.69182445,-9.910091934,1.771260859,-2.262492303,-0.346682073,0.144469384,-0.567299535,0.137993631,-12.31795584,4
